response1_type	response1	category	condition	irregular	response2_type	prompt	response2	workerid	Answer.condition	slide_number	context	root	item	Answer.time_in_minutes	participant
1	cakes	noun	filler			Did they ask about the cake? I think we need to let them know by tomorrow. I hear [BLANK1] are in scarce quantity at the store.	NA	0	17	34	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	cake	real	6.0252166667	17cond-trials
1	cheeming	verb	17	no	1	I don't want to cheem. I try not to cheem. I know that [BLANK1] isn't good for you. I know that because I [BLANK2] a lot when I was a teenager.	cheemed	0	17	35	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	cheem	nonce	6.0252166667	17cond-trials
1	leams	noun	17			Have you ever heard of a leam? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	17	36	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	leam	nonce	6.0252166667	17cond-trials
1	nilts	noun	17			This is a nilt. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	17	37	This is a XXX. Now there is another one. There are two of them. There are two YYY.	nilt	nonce	6.0252166667	17cond-trials
1	goakes	noun	17			There was no doubt in my mind that a great goke like this one was John's. I had seen a set of [BLANK1] in his yard last summer and this had to be one of them.	NA	0	17	38	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	goke	nonce	6.0252166667	17cond-trials
1	heachs	noun	17			The camera followed the heach for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	17	39	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	heach	nonce	6.0252166667	17cond-trials
1	bizing	verb	17	no	1	Fred couldn't bize. All he wanted was to bize. Finally, he succeeded in [BLANK1]. After he [BLANK2] his mind was at ease.	bized	0	17	40	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	bize	nonce	6.0252166667	17cond-trials
1	softest	adjective	filler		1	Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	17	41	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	6.0252166667	17cond-trials
1	glips	noun	17			The officer wondered if this glip had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	17	42	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	glip	nonce	6.0252166667	17cond-trials
1	piziest	adjective	17		1	This fruit is so pizer. I don't know if you like pizer things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	pizer	0	17	43	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	pizer	nonce	6.0252166667	17cond-trials
1	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	17	44	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	6.0252166667	17cond-trials
1	binking	verb	17	no	1	It's difficult to bink. I've always found it hard to bink. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	binked	0	17	45	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	bink	nonce	6.0252166667	17cond-trials
1	skiing	verb	filler	no	1	When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	skiied	0	17	46	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	6.0252166667	17cond-trials
1	jogging	verb	filler	no	1	Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	17	47	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	6.0252166667	17cond-trials
1	tightest	adjective	filler		1	Why are tight pants popular? Most find tight pants uncomfortable. For some reason though, people still try to wear the [BLANK1] ones they can find, always looking for a [BLANK2] pair than the last.	tighter	0	17	48	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	tight	real	6.0252166667	17cond-trials
1	pankest	adjective	17		1	It all looked too pank. There here too many pank tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	panker	0	17	49	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	pank	nonce	6.0252166667	17cond-trials
4	bear	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	18	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	6.0624166667	18cond-trials
4	she	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	18	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	6.0624166667	18cond-trials
4	he	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	18	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	6.0624166667	18cond-trials
1	sweetest	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	18	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	6.0624166667	18cond-trials
1	harder	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	18	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	6.0624166667	18cond-trials
4	paiin	adjective	18		4	I like to watch movies that make me feel slint. I'm a slint person afterwards. After I watched this one I felt the [BLANK1] I've ever felt. I felt [BLANK2] than any other movie had made me feel.	pain	0	18	10	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	slint	nonce	6.0624166667	18cond-trials
4	codlingg 	verb	18		4	I don't want to coodle. I try not to coodle. I know that [BLANK1] isn't good for you. I know that because I [BLANK2] a lot when I was a teenager.	was coddled	0	18	11	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	coodle	nonce	6.0624166667	18cond-trials
2	best 	adjective	18		2	The painting looked snell. She had worked hard to create such a snell piece. This was her [BLANK1] painting yet. It was [BLANK2] than all the previous ones combined.	better	0	18	12	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	snell	nonce	6.0624166667	18cond-trials
3	that	verb	18		3	Jane refuses to bink. She's too frightened to bink. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	got over it 	0	18	13	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	bink	nonce	6.0624166667	18cond-trials
3	drugged 	verb	18	no	4	Why won't John fiffin? I want him to fiffin. He's only tolerable when he's [BLANK1]. Like yesterday he [BLANK2], and he was fine.	stoned	0	18	14	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	fiffin	nonce	6.0624166667	18cond-trials
1	skiing	verb	filler	yes	2	When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	fell	0	18	15	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	6.0624166667	18cond-trials
2	best	adjective	18		2	I had a stire day yesterday. It all started with a stire phone call I got. This might be the [BLANK1] day I've ever had. Maybe even [BLANK2] than the day we went to the aquarium.	better	0	18	16	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	stire	nonce	6.0624166667	18cond-trials
1	panks	noun	18			This is a pank. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	18	17	This is a XXX. Now there is another one. There are two of them. There are two YYY.	pank	nonce	6.0624166667	18cond-trials
1	cheeming	verb	18	no	1	Fred couldn't cheem. All he wanted was to cheem. Finally, he succeeded in [BLANK1]. After he [BLANK2] his mind was at ease.	cheemed	0	18	18	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	cheem	nonce	6.0624166667	18cond-trials
4	jog	verb	filler	no	1	Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	18	19	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	6.0624166667	18cond-trials
1	tattoos	noun	filler			It is hard to believe that having a tattoo is fine now. This would have been unacceptable in our day. We were always taught that [BLANK1] were bad.	NA	0	18	20	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	tattoo	real	6.0624166667	18cond-trials
1	leams	noun	18			The leam was on the counter this morning. Dad doesn't know where it went. We can buy a few more [BLANK1] at the store later though.	NA	0	18	21	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	leam	nonce	6.0624166667	18cond-trials
1	farming	verb	filler	no	1	Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	18	22	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	6.0624166667	18cond-trials
4	nnilts	noun	18			My favorite animal is the nilt. They are impressive creatures. I saw a group of [BLANK1] during our trip last summer and I was so excited.	NA	0	18	23	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	nilt	nonce	6.0624166667	18cond-trials
1	painting	verb	filler	no	4	Jim loves to paint all the time. It seems he was born to paint. [BLANK1] is what he's good at. Last week he [BLANK2] six days out of seven.	painting	0	18	24	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	paint	real	6.0624166667	18cond-trials
4	teshh	adjective	18		4	They described it as a tesh place. I'm so excited to stay at a tesh resort. I hear that the spot we are going to is [BLANK1] than the one they went to. In fact, I hear it is the [BLANK2] resort on the whole coast.	tesh	0	18	25	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is YYY than the one they went to. In fact, I hear it is the YYY resort on the whole coast.	tesh	nonce	6.0624166667	18cond-trials
4	gliip	noun	18			Sam had left the building without her glip. She told herself that there would be plenty of people with [BLANK1] that worked when she got there.	NA	0	18	26	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	glip	nonce	6.0624166667	18cond-trials
4	mense	noun	18			Have you ever heard of a mense? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	18	27	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	mense	nonce	6.0624166667	18cond-trials
1	kitas	noun	18			There was a group of kids playing with a kita down the street. Did you see it? I think it might be one of Terry's [BLANK1].	NA	0	18	28	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	kita	nonce	6.0624166667	18cond-trials
4	dand	verb	18	no	4	You should dand. It's always worthwhile to dand. I'm [BLANK1], and you should too. Last week you [BLANK2], why won't you now?	dand	0	18	29	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	dand	nonce	6.0624166667	18cond-trials
4	roak	adjective	18		4	This fruit is so roak. I don't know if you like roak things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	roaking	0	18	30	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	roak	nonce	6.0624166667	18cond-trials
4	pants	adjective	filler		4	Why are tight pants popular? Most find tight pants uncomfortable. For some reason though, people still try to wear the [BLANK1] ones they can find, always looking for a [BLANK2] pair than the last.	pants	0	18	31	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	tight	real	6.0624166667	18cond-trials
4	jate	noun	18			The camera followed the jate for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	18	32	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	jate	nonce	6.0624166667	18cond-trials
4	kern	noun	18			Did you give him a kern for his birthday like he asked? I think they are his favorite. He will be asking you for some [BLANK1], I know it.	NA	0	18	33	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	kern	nonce	6.0624166667	18cond-trials
4	goke	verb	18	no	4	I dream that one day I'll be able to goke. The chance to goke would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	goke	0	18	34	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	goke	nonce	6.0624166667	18cond-trials
4	wolp	verb	18	no	4	Nick tries to wolp every day. He gets off work early so he can wolp. He says that [BLANK1] holds his life together. But I [BLANK2] once, and it was nothing special.	wolping	0	18	35	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	wolp	nonce	6.0624166667	18cond-trials
1	heaches	noun	18			The officer wondered if this heach had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	18	36	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	heach	nonce	6.0624166667	18cond-trials
1	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	18	37	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	6.0624166667	18cond-trials
1	cakes	noun	filler			Did they ask about the cake? I think we need to let them know by tomorrow. I hear [BLANK1] are in scarce quantity at the store.	NA	0	18	38	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	cake	real	6.0624166667	18cond-trials
1	tallest	adjective	filler		1	I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	18	39	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	6.0624166667	18cond-trials
4	zos	verb	18	no	4	Next week we're going to zorch. We've been waiting ages for the chance to zorch. We're reading a book about [BLANK1]. My friend [BLANK2] once before, but this will be my first time.	zoo	0	18	40	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	zorch	nonce	6.0624166667	18cond-trials
1	bizeing	verb	18	no	4	It's difficult to bize. I've always found it hard to bize. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	beizing	0	18	41	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	bize	nonce	6.0624166667	18cond-trials
4	glark	noun	18			There was no doubt in my mind that a great glark like this one was John's. I had seen a set of [BLANK1] in his yard last summer and this had to be one of them.	NA	0	18	42	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	glark	nonce	6.0624166667	18cond-trials
4	pizer	adjective	18		4	It all looked too pizer. There here too many pizer tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	pizer	0	18	43	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	pizer	nonce	6.0624166667	18cond-trials
4	tulber	adjective	18		4	Here is a tulver thing. Here are two other things that are tulver. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	tuvler	0	18	44	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	tulver	nonce	6.0624166667	18cond-trials
1	softest	adjective	filler		1	Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	18	45	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	6.0624166667	18cond-trials
4	fupp	verb	18		4	Every day I like to fupp. I usually fupp first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	fupp	0	18	46	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	fupp	nonce	6.0624166667	18cond-trials
4	stad	adjective	18		4	Did he think this shirt was too stad? Maybe it was not stad enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	stad	0	18	47	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	stad	nonce	6.0624166667	18cond-trials
4	reng	adjective	18		4	The woman became reng after seeing it. Her friends laughed at how reng she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	reng	0	18	48	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	reng	nonce	6.0624166667	18cond-trials
4	teep	adjective	18		4	My mom's food always tastes teep. She learnt to cook teep food from her mom. I think she makes the [BLANK1] food in the world. Or at least, [BLANK2] food than my dad does.	teep	0	18	49	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	teep	nonce	6.0624166667	18cond-trials
2	favorites	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	1	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	8.2039166667	1cond-trials
1	knitting	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	1	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	8.2039166667	1cond-trials
1	cooked	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	1	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	8.2039166667	1cond-trials
1	sweetest	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	1	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	8.2039166667	1cond-trials
1	harder	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	1	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	8.2039166667	1cond-trials
1	heachiest	adjective	1		1	Here is a heach thing. Here are two other things that are heach. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	heachier	0	1	10	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	heach	nonce	8.2039166667	1cond-trials
1	fiffinest	adjective	1		1	The painting looked fiffin. She had worked hard to create such a fiffin piece. This was her [BLANK1] painting yet. It was [BLANK2] than all the previous ones combined.	fiffiner	0	1	11	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	fiffin	nonce	8.2039166667	1cond-trials
1	leaming	verb	1	no	1	It's difficult to leam. I've always found it hard to leam. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	leamed	0	1	12	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	leam	nonce	8.2039166667	1cond-trials
1	binks	noun	1			This is a bink. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	1	13	This is a XXX. Now there is another one. There are two of them. There are two YYY.	bink	nonce	8.2039166667	1cond-trials
1	cheemiest	adjective	1		1	This fruit is so cheem. I don't know if you like cheem things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	cheemier	0	1	14	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	cheem	nonce	8.2039166667	1cond-trials
1	pizering	verb	1	no	1	Why won't John pizer? I want him to pizer. He's only tolerable when he's [BLANK1]. Like yesterday he [BLANK2], and he was fine.	pizered	0	1	15	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	pizer	nonce	8.2039166667	1cond-trials
1	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	1	16	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	8.2039166667	1cond-trials
1	softest	adjective	filler		1	Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	1	17	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	8.2039166667	1cond-trials
1	roaking	verb	1	no	1	Every day I like to roak. I usually roak first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	roaked	0	1	18	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	roak	nonce	8.2039166667	1cond-trials
1	kerning	verb	1	no	1	Next week we're going to kern. We've been waiting ages for the chance to kern. We're reading a book about [BLANK1]. My friend [BLANK2] once before, but this will be my first time.	kerned	0	1	19	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	kern	nonce	8.2039166667	1cond-trials
1	snells	noun	1			Sam had left the building without her snell. She told herself that there would be plenty of people with [BLANK1] that worked when she got there.	NA	0	1	20	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	snell	nonce	8.2039166667	1cond-trials
4	glipier	adjective	1		4	They described it as a glip place. I'm so excited to stay at a glip resort. I hear that the spot we are going to is [BLANK1] than the one they went to. In fact, I hear it is the [BLANK2] resort on the whole coast.	glipiest	0	1	21	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is YYY than the one they went to. In fact, I hear it is the YYY resort on the whole coast.	glip	nonce	8.2039166667	1cond-trials
1	teshes	noun	1			There was a group of kids playing with a tesh down the street. Did you see it? I think it might be one of Terry's [BLANK1].	NA	0	1	22	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	tesh	nonce	8.2039166667	1cond-trials
1	dandest	adjective	1		1	I like to watch movies that make me feel dand. I'm a dand person afterwards. After I watched this one I felt the [BLANK1] I've ever felt. I felt [BLANK2] than any other movie had made me feel.	dander	0	1	23	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	dand	nonce	8.2039166667	1cond-trials
1	painting	verb	filler	no	1	Jim loves to paint all the time. It seems he was born to paint. [BLANK1] is what he's good at. Last week he [BLANK2] six days out of seven.	painted	0	1	24	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	paint	real	8.2039166667	1cond-trials
1	wolps	noun	1			Have you ever heard of a wolp? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	1	25	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	wolp	nonce	8.2039166667	1cond-trials
1	stads	noun	1			The officer wondered if this stad had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	1	26	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	stad	nonce	8.2039166667	1cond-trials
1	skiing	verb	filler	no	1	When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	skied	0	1	27	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	8.2039166667	1cond-trials
1	gokest	adjective	1		1	I had a goke day yesterday. It all started with a goke phone call I got. This might be the [BLANK1] day I've ever had. Maybe even [BLANK2] than the day we went to the aquarium.	goker	0	1	28	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	goke	nonce	8.2039166667	1cond-trials
1	tallest	adjective	filler		1	I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	1	29	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	8.2039166667	1cond-trials
1	bizest	adjective	1		1	It all looked too bize. There here too many bize tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	bizer	0	1	30	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	bize	nonce	8.2039166667	1cond-trials
1	coodlest	adjective	1		1	The woman became coodle after seeing it. Her friends laughed at how coodle she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	coodler	0	1	31	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	coodle	nonce	8.2039166667	1cond-trials
1	kitaing	verb	1	no	1	Jane refuses to kita. She's too frightened to kita. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	kitaed	0	1	32	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	kita	nonce	8.2039166667	1cond-trials
1	renging	verb	1	no	1	I dream that one day I'll be able to reng. The chance to reng would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	renged	0	1	33	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	reng	nonce	8.2039166667	1cond-trials
1	farming	verb	filler	no	1	Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	1	34	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	8.2039166667	1cond-trials
1	jogging	verb	filler	no	1	Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	1	35	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	8.2039166667	1cond-trials
1	tulvers	noun	1			The tulver was on the counter this morning. Dad doesn't know where it went. We can buy a few more [BLANK1] at the store later though.	NA	0	1	36	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	tulver	nonce	8.2039166667	1cond-trials
1	fuppier	adjective	1		1	Did he think this shirt was too fupp? Maybe it was not fupp enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	fuppest	0	1	37	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	fupp	nonce	8.2039166667	1cond-trials
1	stires	noun	1			The camera followed the stire for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	1	38	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	stire	nonce	8.2039166667	1cond-trials
