response1_type	response1	response2_type	response2	root	context	Answer.condition	item	workerid	slide_number	category	Answer.time_in_minutes	condition	participant
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	20	real	0	45	adjective	13.0430666667	filler	20cond-trials
1	staddest	1	stadder	stad	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	21	nonce	0	10	adjective	8.8744333333	21	21cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	21	real	0	11	adjective	8.8744333333	filler	21cond-trials
1	stirest	1	stirer	stire	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	21	nonce	0	12	adjective	8.8744333333	21	21cond-trials
1	zorchest	1	zorcher	zorch	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	21	nonce	0	14	adjective	8.8744333333	21	21cond-trials
1	teepest	1	teeper	teep	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	21	nonce	0	16	adjective	8.8744333333	21	21cond-trials
1	slintiest	1	slinter	slint	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	21	nonce	0	17	adjective	8.8744333333	21	21cond-trials
1	binkiest	1	binkier	bink	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	21	nonce	0	28	adjective	8.8744333333	21	21cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	21	real	0	35	adjective	8.8744333333	filler	21cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	21	real	0	37	adjective	8.8744333333	filler	21cond-trials
1	teshest	1	tesher	tesh	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	21	nonce	0	41	adjective	8.8744333333	21	21cond-trials
1	wolpest	1	wolpier	wolp	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	21	nonce	0	42	adjective	8.8744333333	21	21cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	23	real	0	12	adjective	8.8027833333	filler	23cond-trials
1	teepest	1	teeper	teep	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	23	nonce	0	17	adjective	8.8027833333	23	23cond-trials
1	stirest	1	stirer	stire	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	23	nonce	0	22	adjective	8.8027833333	23	23cond-trials
1	wolpest	1	wolper	wolp	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	23	nonce	0	23	adjective	8.8027833333	23	23cond-trials
1	teshest	1	tesher	tesh	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	23	nonce	0	24	adjective	8.8027833333	23	23cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	23	real	0	28	adjective	8.8027833333	filler	23cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	23	real	0	35	adjective	8.8027833333	filler	23cond-trials
1	stadest	1	stader	stad	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	23	nonce	0	36	adjective	8.8027833333	23	23cond-trials
1	zorchest	1	zorcher	zorch	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	23	nonce	0	37	adjective	8.8027833333	23	23cond-trials
1	cheemest	1	cheemer	cheem	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	23	nonce	0	42	adjective	8.8027833333	23	23cond-trials
1	bizest	1	bizer	bize	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	23	nonce	0	44	adjective	8.8027833333	23	23cond-trials
1	binkest	1	binker	bink	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	23	nonce	0	47	adjective	8.8027833333	23	23cond-trials
1	tulverest	1	tulverer	tulver	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	23	nonce	0	48	adjective	8.8027833333	23	23cond-trials
1	teepest	1	teeper	teep	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	25	nonce	0	11	adjective	11.7671666667	25	25cond-trials
1	zorchest	1	zorchier	zorch	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	25	nonce	0	13	adjective	11.7671666667	25	25cond-trials
1	teshest	1	tesher	tesh	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	25	nonce	0	14	adjective	11.7671666667	25	25cond-trials
1	wolpiest	1	wolpier	wolp	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	25	nonce	0	16	adjective	11.7671666667	25	25cond-trials
1	coodlest	1	coodler	coodle	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	25	nonce	0	19	adjective	11.7671666667	25	25cond-trials
1	dandest	1	dander	dand	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	25	nonce	0	21	adjective	11.7671666667	25	25cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	25	real	0	27	adjective	11.7671666667	filler	25cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	25	real	0	30	adjective	11.7671666667	filler	25cond-trials
1	bizest	1	bizer	bize	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	25	nonce	0	31	adjective	11.7671666667	25	25cond-trials
1	tulveriest	1	tulverier	tulver	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	25	nonce	0	38	adjective	11.7671666667	25	25cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	25	real	0	39	adjective	11.7671666667	filler	25cond-trials
1	cheemiest	1	cheemier	cheem	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	25	nonce	0	45	adjective	11.7671666667	25	25cond-trials
1	binkiest	1	binkier	bink	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	25	nonce	0	46	adjective	11.7671666667	25	25cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	26	real	0	11	adjective	18.9123833333	filler	26cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	26	real	0	14	adjective	18.9123833333	filler	26cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	26	real	0	17	adjective	18.9123833333	filler	26cond-trials
1	wolpest	1	wolper	wolp	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	26	nonce	0	19	adjective	18.9123833333	26	26cond-trials
1	dandest	1	dander	dand	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	26	nonce	0	39	adjective	18.9123833333	26	26cond-trials
1	teshest	1	tesher	tesh	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	26	nonce	0	41	adjective	18.9123833333	26	26cond-trials
1	cheemest	1	cheemer	cheem	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	26	nonce	0	42	adjective	18.9123833333	26	26cond-trials
1	tulverest	1	tulverer	tulver	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	26	nonce	0	43	adjective	18.9123833333	26	26cond-trials
1	binkest	1	binker	bink	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	26	nonce	0	44	adjective	18.9123833333	26	26cond-trials
1	zorchest	1	zorcher	zorch	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	26	nonce	0	45	adjective	18.9123833333	26	26cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	27	real	0	22	adjective	17.4265833333	filler	27cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	27	real	0	31	adjective	17.4265833333	filler	27cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	27	real	0	43	adjective	17.4265833333	filler	27cond-trials
1	glarkest	1	glarker	glark	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	29	nonce	0	10	adjective	13.8390333333	29	29cond-trials
1	fuppest	1	fupper	fupp	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	29	nonce	0	13	adjective	13.8390333333	29	29cond-trials
1	fiffinest	1	fiffiner	fiffin	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	29	nonce	0	28	adjective	13.8390333333	29	29cond-trials
1	dandest	1	dander	dand	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	29	nonce	0	29	adjective	13.8390333333	29	29cond-trials
1	coodlest	1	coodler	coodle	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	29	nonce	0	32	adjective	13.8390333333	29	29cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	29	real	0	36	adjective	13.8390333333	filler	29cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	29	real	0	44	adjective	13.8390333333	filler	29cond-trials
1	gokest	1	goker	goke	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	29	nonce	0	45	adjective	13.8390333333	29	29cond-trials
1	zorchest	1	zorcher	zorch	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	29	nonce	0	47	adjective	13.8390333333	29	29cond-trials
1	binkest	1	binker	bink	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	29	nonce	0	48	adjective	13.8390333333	29	29cond-trials
1	cheemest	1	cheemer	cheem	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	29	nonce	0	49	adjective	13.8390333333	29	29cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	2	real	0	12	adjective	14.0199	filler	2cond-trials
1	glarkest	1	glarker	glark	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	2	nonce	0	14	adjective	14.0199	2	2cond-trials
1	dandest	1	dander	dand	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	2	nonce	0	16	adjective	14.0199	2	2cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	2	real	0	22	adjective	14.0199	filler	2cond-trials
1	jatest	1	jater	jate	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	2	nonce	0	23	adjective	14.0199	2	2cond-trials
1	coodlest	1	coodler	coodle	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	2	nonce	0	26	adjective	14.0199	2	2cond-trials
1	gokest	1	goker	goke	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	2	nonce	0	27	adjective	14.0199	2	2cond-trials
1	fiffinnest	1	fiffinner	fiffin	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	2	nonce	0	29	adjective	14.0199	2	2cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	2	real	0	33	adjective	14.0199	filler	2cond-trials
1	heachest	1	heacher	heach	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	2	nonce	0	41	adjective	14.0199	2	2cond-trials
1	glippest	1	glipper	glip	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	2	nonce	0	44	adjective	14.0199	2	2cond-trials
1	cheemest	1	cheemer	cheem	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	2	nonce	0	48	adjective	14.0199	2	2cond-trials
1	fuppest	1	fupper	fupp	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	2	nonce	0	49	adjective	14.0199	2	2cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	30	real	0	10	adjective	7.5286666667	filler	30cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	30	real	0	18	adjective	7.5286666667	filler	30cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	3	real	0	16	adjective	7.4312	filler	3cond-trials
1	gokest	1	goker	goke	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	3	nonce	0	18	adjective	7.4312	3	3cond-trials
1	dandest	1	dander	dand	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	3	nonce	0	22	adjective	7.4312	3	3cond-trials
1	fiffinest	1	fiffiner	fiffin	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	3	nonce	0	24	adjective	7.4312	3	3cond-trials
1	glarkest	1	glarker	glark	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	3	nonce	0	30	adjective	7.4312	3	3cond-trials
1	glippest	1	glipper	glip	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	3	nonce	0	31	adjective	7.4312	3	3cond-trials
1	coodlest	1	coodler	coodle	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	3	nonce	0	33	adjective	7.4312	3	3cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	3	real	0	42	adjective	7.4312	filler	3cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	3	real	0	46	adjective	7.4312	filler	3cond-trials
1	fuppiest	1	fuppier	fupp	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	3	nonce	0	48	adjective	7.4312	3	3cond-trials
1	heachest	1	heacher	heach	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	3	nonce	0	49	adjective	7.4312	3	3cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	4	real	0	11	adjective	12.4435333333	filler	4cond-trials
1	glarkest	1	glarker	glark	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	4	nonce	0	20	adjective	12.4435333333	4	4cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	4	real	0	22	adjective	12.4435333333	filler	4cond-trials
1	dandest	1	dander	dand	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	4	nonce	0	26	adjective	12.4435333333	4	4cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	4	real	0	28	adjective	12.4435333333	filler	4cond-trials
1	jatest	1	jater	jate	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	4	nonce	0	30	adjective	12.4435333333	4	4cond-trials
1	glippest	1	glipper	glip	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	4	nonce	0	36	adjective	12.4435333333	4	4cond-trials
1	gokest	1	goker	goke	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	4	nonce	0	37	adjective	12.4435333333	4	4cond-trials
1	fuppest	1	fupper	fupp	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	4	nonce	0	41	adjective	12.4435333333	4	4cond-trials
1	heachest	1	heacher	heach	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	4	nonce	0	43	adjective	12.4435333333	4	4cond-trials
1	kernest	1	kerner	kern	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	4	nonce	0	47	adjective	12.4435333333	4	4cond-trials
1	leamest	1	leamier	leam	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	5	nonce	0	11	adjective	24.5318833333	5	5cond-trials
1	glarkiest	1	glarkier	glark	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	5	nonce	0	14	adjective	24.5318833333	5	5cond-trials
1	fuppiest	1	fuppier	fupp	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	5	nonce	0	21	adjective	24.5318833333	5	5cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	5	real	0	26	adjective	24.5318833333	filler	5cond-trials
1	glippiest	1	glippier	glip	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	5	nonce	0	29	adjective	24.5318833333	5	5cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	5	real	0	32	adjective	24.5318833333	filler	5cond-trials
1	heachiest	1	heachier	heach	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	5	nonce	0	44	adjective	24.5318833333	5	5cond-trials
1	mensest	1	menser	mense	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	6	nonce	0	10	adjective	11.3199166667	6	6cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	6	real	0	11	adjective	11.3199166667	filler	6cond-trials
1	glarkest	1	glarker	glark	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	6	nonce	0	12	adjective	11.3199166667	6	6cond-trials
1	leamest	1	leamer	leam	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	6	nonce	0	13	adjective	11.3199166667	6	6cond-trials
1	jatest	1	jater	jate	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	6	nonce	0	19	adjective	11.3199166667	6	6cond-trials
1	heachest	1	heacher	heach	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	6	nonce	0	20	adjective	11.3199166667	6	6cond-trials
1	fuppest	1	fupper	fupp	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	6	nonce	0	25	adjective	11.3199166667	6	6cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	6	real	0	28	adjective	11.3199166667	filler	6cond-trials
1	glipest	1	gliper	glip	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	6	nonce	0	31	adjective	11.3199166667	6	6cond-trials
1	tightest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	6	real	0	34	adjective	11.3199166667	filler	6cond-trials
1	kernest	1	kerner	kern	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	6	nonce	0	35	adjective	11.3199166667	6	6cond-trials
1	kitaest	1	kitaer	kita	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	6	nonce	0	43	adjective	11.3199166667	6	6cond-trials
1	gokest	1	goker	goke	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	6	nonce	0	49	adjective	11.3199166667	6	6cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	7	real	0	10	adjective	11.6007	filler	7cond-trials
1	kernest	1	kernier	kern	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	7	nonce	0	17	adjective	11.6007	7	7cond-trials
1	kitaiest	1	kitaier	kita	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	7	nonce	0	20	adjective	11.6007	7	7cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	7	real	0	22	adjective	11.6007	filler	7cond-trials
1	leamest	1	leamier	leam	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	7	nonce	0	30	adjective	11.6007	7	7cond-trials
1	niltiest	1	nilter	nilt	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	7	nonce	0	33	adjective	11.6007	7	7cond-trials
1	jatest	1	jater	jate	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	7	nonce	0	36	adjective	11.6007	7	7cond-trials
1	Leamest	1	Leamer	leam	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	8	nonce	0	43	adjective	14.7715833333	8	8cond-trials
1	niltest	1	nilter	nilt	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	9	nonce	0	12	adjective	27.2436166667	9	9cond-trials
1	softest	1	softer	soft	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one.	9	real	0	16	adjective	27.2436166667	filler	9cond-trials
1	mensest	1	menser	mense	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	9	nonce	0	19	adjective	27.2436166667	9	9cond-trials
1	pankiest	1	pankier	pank	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to.	9	nonce	0	25	adjective	27.2436166667	9	9cond-trials
1	tallest	1	taller	tall	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	9	real	0	31	adjective	27.2436166667	filler	9cond-trials
1	kitaest	1	kitaer	kita	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	9	nonce	0	33	adjective	27.2436166667	9	9cond-trials
